ID,Yield
ID_AXZDBVR3IUR6,346.69864
ID_2TXCT78Y3PKC,361.4717
ID_VR4Q2KY91Y7I,512.12384
ID_EQO0B00UOJ18,404.96994
ID_80IN0NOG3IGG,308.90234
ID_52G244TD18XX,513.0165
ID_VU2RGX6FV7SG,622.6879
ID_L5TFK1K76NVV,328.7695
ID_9CP641SBWCAY,96.96687
ID_GCL2HBCVD3GT,675.34607
ID_9TSTSM29ITZV,1485.9092
ID_L9B0F5XY5C0Q,811.4478
ID_CB1C6HBQXD06,464.56778
ID_HKJ98YOILTWN,1513.8914
ID_5TPFAMIJT35T,814.90656
ID_17C2BIFXGXAB,316.56937
ID_ZY0FDD05Q344,242.00845
ID_XXKL2UKB6T7P,1112.1871
ID_RMQ5T81PW81J,548.7268
ID_I1KFYFIUMBBQ,438.0737
ID_1C1WGJ4TLP0X,263.61795
ID_E5OL8AHYNIRQ,569.9104
ID_XKJ6NPCU23KQ,401.7159
ID_H2LK19RTKLBN,328.80814
ID_8SXD7K2XR4Y2,366.20938
ID_R6PS7QO3TIP3,808.6574
ID_7Z26WTZTG1EE,248.20149
ID_NVW1KES21JE6,661.8115
ID_KZQ5Q7QITN1J,579.99524
ID_0GK554F5HSPQ,2489.8435
ID_CA5E6O3YBPYR,245.76978
ID_NTRTGR2IP7JQ,656.0972
ID_062VNY633NVW,683.723
ID_465NN80WHNMI,384.77975
ID_T52DNN3DYVA2,351.9142
ID_CM0W1BO8Z7YV,459.1282
ID_YV087R41HIW6,543.9572
ID_VT6TAOGORN0T,1177.3951
ID_030L0XB0GEPB,288.12527
ID_YECW50OR7NEH,298.56366
ID_5W7NWNYH7DA2,225.69974
ID_I2AKJ4TGA3JS,394.93695
ID_LMSXY4W2OCHC,434.56766
ID_W1EWJ1KHVFWL,700.60266
ID_3ABZTY079K5J,1780.5735
ID_4PEE9P8ISN4T,1330.6512
ID_DZD2PTXBQ36C,208.13757
ID_VRDCKGL60J4S,1510.7173
ID_W300Q133BITD,174.7624
ID_BGPCJWWGLRAD,1607.2716
ID_2VD5AHGUA8FZ,186.223
ID_N2YHCFW8BCW1,298.82355
ID_KD26RV3Q4Z8G,376.93716
ID_B4L9RE7NMY7S,824.4564
ID_BN9X6GP81HB7,57.040565
ID_Y6GNK64VJEAR,449.21646
ID_PE586K2WC823,271.96902
ID_WL15S18OVHW9,1622.8312
ID_5R6L97XFBM4P,627.53094
ID_55YCU1CHAZYU,1828.9083
ID_WNGH3FP6KNWH,1251.493
ID_9JR09YWTJIPX,699.89655
ID_870NP4IDB2WF,386.1277
ID_X6ZCELIES4N3,770.41406
ID_S0Z4WELW3RKE,866.24646
ID_I1M86V2XW3NU,650.19446
ID_PR25E8LGMX5C,447.2495
ID_5RGXU5KZER2O,897.21716
ID_N3OWXZ0A4PQ2,643.60785
ID_BUYPSV8J9VX4,939.4141
ID_ZLJBGWFNKT3F,446.1024
ID_E3U792EGWSOZ,140.91202
ID_KQE4T2DIGF73,298.70514
ID_FIOW6R8A6TD9,2203.6125
ID_6NHV395NXUMO,829.537
ID_DLLQTLGA5BZ7,197.46446
ID_12090DS3ONFO,323.80594
ID_84WRYZXSNB5W,317.6993
ID_5IHINMMQ33HN,781.4512
ID_Q3TSBO3V5MV0,727.54236
ID_ADC7FBDIRB67,333.51724
ID_YFVLB2MLINSA,762.7228
ID_0M2B2IU08JHG,522.5485
ID_V9K16K3JJ64W,126.16926
ID_T0APDRNZ2PUP,880.4327
ID_UD6Y4DW52N30,333.8859
ID_CPN4N1LLQUYZ,238.9361
ID_NBZ50NSHWKX4,1106.0566
ID_JOBTZIGNUJYW,107.82124
ID_QIXJYAUTNLGR,581.7522
ID_AX9K1UFBM90G,163.23125
ID_FDDURNIJQYRF,1103.7882
ID_LVNQ4RR7Z5M9,600.24896
ID_UYQMXTUWGEX3,370.90683
ID_GXYT79NRDUCC,310.96887
ID_9GC9RL0156TI,447.8955
ID_65R1QHRZPXV4,215.19887
ID_61D172EINVHM,298.4025
ID_YTRIQ7CPL06G,267.64603
ID_SWBH0D832EJH,514.87616
ID_JI6G3OYFQJKY,457.69165
ID_D2P1PLCDCW6C,778.50903
ID_4HZATY2UQP7J,741.47034
ID_I13HAXROQ8ZI,363.01028
ID_EBWZ4DITBMRT,1021.9709
ID_46V1XAD0HNM4,199.60043
ID_7F0Y5BH75MA1,249.79994
ID_8KDNAENIPD6O,317.16165
ID_31557CM50TT0,92.91185
ID_1H73ZV2DGAJS,675.7268
ID_MQBQ7Y3DAME9,607.92334
ID_FABZ5F40A430,1107.9525
ID_ARH65MSJKMXQ,315.99603
ID_NZAYF5EC84XF,804.1262
ID_8KTFQU943U8U,722.0395
ID_HOOPMK98RDVW,543.9707
ID_6NKRHFXDAL2W,199.79646
ID_3Y0E2QZSY8BE,404.53873
ID_7RBTQWOKF593,217.68028
ID_G32EHA5H8KCH,103.847786
ID_FP8GAONCAYON,229.86874
ID_Q1YRG5JLSL51,660.848
ID_LUEHBMKN3WSS,404.3276
ID_8CR2PDGM6RTS,783.7242
ID_UISG39MBLWG7,472.73752
ID_ZFX52PINM9TI,251.77539
ID_AV8EYUEUUBVA,159.67183
ID_LDK0UP6ZOTQS,749.593
ID_Y71AZZAYF00N,353.51154
ID_IAA19P3EN9DF,317.1942
ID_M8ZJ8397H56M,898.7865
ID_2LVL6QWBY48W,1409.2762
ID_66A871THV43V,629.1252
ID_K9CFTOS3JA2N,347.24075
ID_SN7U1P14V2N3,467.97955
ID_68RW49FF7NF2,433.46017
ID_1BYE6Z8W58NR,443.92596
ID_DGIYN4VXFWW3,404.04248
ID_I13X0T9TWG4N,813.85516
ID_7HE2NP9ZDI7E,538.0234
ID_PKX1BWJLKKF1,416.30206
ID_FGCBRPH417HI,300.9205
ID_XZHCQ2UL7EQB,730.74023
ID_3F60G7BTKL3E,390.82773
ID_X8UKDAZNQLE5,178.51617
ID_WF21DZJQ0MEZ,440.83087
ID_2JORBK01S76Z,388.96356
ID_N40FQ79VCRBZ,350.2312
ID_GTLFKV861ATM,401.73196
ID_27Y0YW3K0RMP,562.3602
ID_WV5M56G6J46P,315.01843
ID_2A6AX6F5M2R3,242.05577
ID_O1WA343Z0Y3Q,405.08554
ID_5RO8TLZHVZ4U,367.25055
ID_WNL0HEE8FNAX,768.57605
ID_KRAHFXWUE34U,585.4287
ID_B0BZ87T7Z4G1,590.45215
ID_EF8RZ2A57MOF,317.17368
ID_CKZAYHVYDNOH,312.8897
ID_24T2915PUUBL,593.9849
ID_9N44D14F4Z9S,1441.8895
ID_4QI2PK16L4W8,326.91647
ID_5GSE1ZV2KZ36,375.32748
ID_30MYYJ3CGU71,225.13728
ID_R0ZZ2K2C4IFQ,282.36218
ID_SRSO7ZIVRHMS,516.76715
ID_ADMXQ913LY99,337.11948
ID_PS7YQR14G3Y3,721.32117
ID_MZEO9V8999MJ,1875.047
ID_LUGALDGQDU2C,351.40823
ID_6E0LFWNRDDBC,511.39108
ID_BH392O5O9YIJ,310.25146
ID_VP4R17PGR7PT,1243.5596
ID_Z584MTBFZM57,120.90685
ID_FMP63TJMIYD2,234.50703
ID_0VVXHZNBFV7K,427.0615
ID_R3G02LS8GNA9,436.8544
ID_Y3HXNR6C9VPN,426.87988
ID_P2EI5WTDARVB,508.53806
ID_J81U1U9GRXMM,349.70206
ID_RUJ2JWO1H36Q,1142.4185
ID_D7KZIKGDA5TC,409.57086
ID_IXZVPO7I6GFT,442.3886
ID_DYEIPGE8LAWB,2070.0278
ID_YFXPGWLIF1JG,645.125
ID_M06RJHKBWY49,430.46484
ID_9AQXDJAJZEKV,532.3186
ID_W8K9BX9LC95X,888.10724
ID_QI5ZUDAWIO6B,494.02515
ID_UAUMCZMYYG50,658.91595
ID_MB0FWEMQZIS3,445.74033
ID_I3VLDTUXI8OU,785.39905
ID_FL43EATDHM0N,352.05817
ID_F8IKOUJWBLAS,426.36685
ID_MY6O19NPIVK6,1411.859
ID_XIRL5AT0PRFF,475.19595
ID_V770RBDE6Q4Y,578.3475
ID_0PZHH6TLV3CA,281.1879
ID_VWY9TZXSBA2I,1059.7969
ID_0IMHIJVZNH4F,310.69046
ID_J9R0XLLUEYV5,693.9823
ID_SXO3TLUQS06B,409.65598
ID_IIFWSOZJ87T8,315.4744
ID_003IQ6P16IU6,633.631
ID_8A4XDDFF9KES,601.28296
ID_ZADQ4EOPXZ5X,647.5696
ID_T3BJIT95VAK6,1055.1742
ID_9JBVPAY5SWE5,259.34235
ID_H69MYTOAOWGW,2473.5176
ID_KX131MVNIQYK,177.46555
ID_9TBIA2TY51SN,374.16635
ID_LSJ9Z973V7HY,300.77896
ID_1V7154B52Q1R,776.8655
ID_61T1B66LGY96,1080.2058
ID_6OMUQ7RGG9PB,251.70558
ID_UOP0YIGOD0C9,793.2454
ID_FUEPC3I8AGM6,306.50504
ID_9DZ2XHHCILE0,304.79074
ID_K31RQKN5YZGQ,133.61891
ID_5ONQKXWCPAYW,344.9262
ID_WTFWWIHRP8QJ,120.06111
ID_1DB4QAC6FY9E,147.37085
ID_JTN33DQWNP8S,340.56662
ID_URGC9CNXA7X5,383.27646
ID_TLCVMIUVHIDA,693.84924
ID_TUK3UTUY685M,332.72733
ID_C3CXY15NEROI,703.7319
ID_HLKXLS0FWIO3,314.01593
ID_3KYOCLW494ZU,546.55927
ID_ANAMG2154VTI,1088.3215
ID_RZYTYJZGW8V1,385.52676
ID_U0TE2JB46YOT,1566.122
ID_033YEZI2YTMN,319.44717
ID_M5MUL0OYJ521,273.6044
ID_GLNNBNCO2ZJT,347.46915
ID_5D0G39C74311,184.96608
ID_76NPV6TK8935,603.42267
ID_ZBDU7B15DZ06,837.8072
ID_7ZY916L3IR3J,540.37604
ID_NT49YSFTD1RL,190.0901
ID_JO5LMUSPDOE5,504.73203
ID_20WSYTHON01Q,153.72174
ID_29VL60799V4G,683.0494
ID_LWOVH2BGMAXM,745.1352
ID_U40UK9R0U769,833.2917
ID_GLMWDVQ0ZBSS,519.59937
ID_H9WPOE6GENMJ,498.75165
ID_D777FHIP8F1R,780.0628
ID_UE7JO485SVK6,112.67111
ID_KMUR984JCI6C,253.5266
ID_5UB63IBXG3O1,425.36295
ID_IP1S04YTUGT1,1018.5407
ID_UJAKLBHMJ3YD,670.03107
ID_W4V2VRY6V3ZG,305.35254
ID_UPWIMZ9NKMFX,568.14825
ID_TVYVXPBGSFUC,286.7469
ID_8WEKEFRVWLHJ,564.337
ID_9RLCRH7Q0PXK,387.55276
ID_02G01CVY8X2H,312.52472
ID_KE5BLNSCOGKB,842.4081
ID_9JNMULI0HP0P,1030.2222
ID_B8OSQ43TMBSR,571.82776
ID_PZWWJKYN923K,812.265
ID_834BS53CZ6LC,391.8126
ID_5BMWFG250JV4,532.3275
ID_LM22RNI83BJM,572.7107
ID_JQS59EY819HO,267.84833
ID_E43X5ED6NLU1,413.67554
ID_8UZSHKU5UT2V,854.8825
ID_DJ50AHYEIPZ0,883.26514
ID_R4NIIOESVN7T,1106.1085
ID_YKL207W57L0U,300.89908
ID_12P6RU298F9N,320.9249
ID_IZ6WTP5Z17WN,740.8186
ID_NZMFMBIC4FNF,241.999
ID_JLTDB0VTB0E7,275.49826
ID_17SQTC2HLKAE,442.29498
ID_I1X7CIDBKXZQ,242.63083
ID_PSSACU4V0O6O,585.6483
ID_V4HUIJ6F76SW,437.92175
ID_8COHYHKML3JP,982.8173
ID_JN4AX2B2C50G,123.59936
ID_TMJ0OO9Q2WOJ,1728.063
ID_C95LNL1M8H2N,834.9588
ID_RVPLXJ5UWB6O,245.04297
ID_TV9CCKV6IGN5,1575.2017
ID_K19V3I8YE12K,327.5697
ID_KGXUKFH4Y7YO,513.87164
ID_WJSH3NU9GIQB,5.2389827
ID_EQZ7H1WA78OS,227.01126
ID_1MKAKRVW5T92,274.8268
ID_PZFWOHDEYNGN,540.55945
ID_725LTZ95U1E1,670.222
ID_THK0MEQMKDUT,1098.0193
ID_RTQ01NMMKXYA,591.23145
ID_8B19FL2AJ194,222.52156
ID_D6RNJ17OIWWY,793.6605
ID_HUGK2Y59U7KJ,846.26447
ID_KWIMK8AMZF5A,669.15704
ID_UURMSVZDKKSF,774.0769
ID_2R9G9PQSADOM,305.93622
ID_BI9UDH99U450,278.582
ID_7ODW5MXTDNCG,730.074
ID_HWJ9WKS3IB5J,374.99484
ID_JGO7PWMYOMUB,588.1717
ID_MCQSOIZ5BXGC,182.53996
ID_J0X3K8DOSPYN,461.64386
ID_VGQJ4WYJJBAT,384.09503
ID_FHRVJDWVEWZK,710.27783
ID_YFDZZ7FAT8H7,737.888
ID_ZW6ZATUAC5CC,484.83063
ID_W0BWKL5E7PYH,1178.0819
ID_9DJGFL3PX533,508.94092
ID_NYXDVDMQO20V,807.2754
ID_J9R96PPZPO32,870.0831
ID_03SHDKQD95XF,249.04926
ID_9UYFG0NC9QTM,721.6984
ID_PR26C0RSQ89H,720.4559
ID_KOOC7HGDZA0H,754.38464
ID_218WMH65G8WU,683.3755
ID_PRAU2EMQM87U,371.3399
ID_D6ZOJRHT0A7H,412.4764
ID_CITJ0RJ9ZAOC,754.5809
ID_TP5RXW7QXP2O,2377.664
ID_AZNDXJTYSGDF,305.33688
ID_78WJNL0RRA6U,761.3308
ID_TM6VWF7REIS6,1609.6244
ID_X3TVNO4XNHN5,792.5862
ID_3TDSR1D7HQ8T,737.8867
ID_82ZSQZQGLY1Y,441.88745
ID_8OKP01595X94,262.88452
ID_2OKINRRT0XL1,1856.7472
ID_DA98EJU0NT76,601.91974
ID_V17R17KYCDG3,574.90466
ID_OM42UEJQR618,239.23444
ID_646D2KBLNLC2,273.06143
ID_9RU7QWS0WIDP,786.6365
ID_PFFCHUW5O67L,541.47314
ID_ZSV9TC0UW5CK,442.26904
ID_MSYLCULH22KD,512.64264
ID_6ZA9ROTCTCTY,472.62863
ID_L0J7MCL12NR4,439.25253
ID_SCDUXWEDL6C6,738.29785
ID_7QHVYN5YJYAP,218.05739
ID_AUT5E4W1IF34,1339.1544
ID_7JO0TQWT9W8K,421.13455
ID_3UUBOUNG1CH8,208.3701
ID_4Z5JFK9VF762,296.98816
ID_3Z9LB1PGHP96,756.718
ID_D0X7IDGN74GR,405.30533
ID_BBY6G4GET31C,1503.5449
ID_PT5LBK4XRS89,484.6946
ID_Z6A67N4N3KEJ,2.8968399
ID_Y6D7U7R1ULMA,304.79065
ID_WQOUU960NDO4,286.5536
ID_XC7PSRE6WWFP,317.73486
ID_VF7NABSVT35U,600.7665
ID_25MZL6HIS26M,954.04663
ID_D86BC6U7FA2J,586.86334
ID_F4KMTFROJWL2,410.74503
ID_QK4YHF5UETBQ,332.0987
ID_XPAHSEI49TYN,1113.6086
ID_69F6K475WX7V,187.84111
ID_9WS9F7Z1CE3M,331.73978
ID_XJC8VVXC9TBX,537.2338
ID_CD5QDTLLZUPT,259.21634
ID_O80J4RH6LVDS,970.9655
ID_KWSKN3HTLPK2,179.43614
ID_5SKHT6NDFHJR,200.95988
ID_KPQYKBZGK6Q4,377.60168
ID_866ACQHJ1632,333.4005
ID_WX844ME5IT0M,52.36842
ID_AWNJ1KEP1QK1,1139.6888
ID_16ZJ7XNWB9ES,813.99023
ID_2NKYXQYFQQRX,349.57474
ID_DDQYDSPF4BXY,604.25555
ID_1KBQ8Z8QZOL3,1075.4392
ID_GJO67I9XF6AK,566.7414
ID_PCOF5INSVXM2,420.56625
ID_W5GMROHJ01RZ,252.61491
ID_WD6GCHMOFFZK,318.7425
ID_GF3NQ1FP4MXO,1224.4373
ID_FBQI3IPLIAAZ,314.7074
ID_BKRCXGDJI2ZU,416.21838
ID_WC5O6CA49JCT,284.0327
ID_TC771F4NXFD3,621.7983
ID_HQAI0KUSI7FX,795.21844
ID_E22MKA5X1C38,354.96915
ID_P4TXP8UNLQ5F,1.1318941
ID_7VFK2TR4EHCU,486.92615
ID_XIMWJDO2J9S2,104.08849
ID_1SFZQ86IVMCZ,1117.3148
ID_XNSVNT862EIR,1091.7275
ID_KEULJBL0QMMA,383.77365
ID_GEAJ29CHENIM,788.76227
ID_XDHNQQ1BMP4K,423.86087
ID_ZG8Y74HTDSKI,85.40658
ID_VUYOGM0KIABM,1324.3962
ID_U4XH4UTLQ5EO,340.12363
ID_M1TT1PZJYQX3,398.828
ID_DO1SCI0NAS39,620.1428
ID_PP2CV6NRSO3K,870.391
ID_6F4A688829M0,1213.1289
ID_67C7XJW5Z9AP,416.58572
ID_G9GXUSA0IV0D,311.43262
ID_0G0WQUKBXG47,415.32587
ID_6EWF22XJX21H,702.7783
ID_UIL7S6F6IKE8,404.00726
ID_O55OOUDQOKBE,1850.0593
ID_OKZW0FT04KAU,20.988556
ID_5QCE458KP8MH,405.20493
ID_K1MX59GNDLA3,851.4293
ID_XEAANBI4M6MP,783.1812
ID_7K7V374NL5QU,258.55713
ID_Q73O4J7PYNLD,1284.4666
ID_8X79S7L9FWUS,395.09393
ID_M97TRZBEVI0V,259.0471
ID_U9TU5QRVSIKV,584.0741
ID_PQPZ0AVV5HTH,873.48444
ID_1L6LU32N1HFC,173.65198
ID_UBZ21YSSVE0A,568.2227
ID_TFXFZIX00RA7,1267.1923
ID_32CMCT5XS364,349.15738
ID_E95XC4DYH26Y,35.185413
ID_S8ENYM45UWSC,2172.3533
ID_PU514SH6TUVR,150.47348
ID_RVEWUGCXQCNS,431.4948
ID_BG6I25RU4JV3,738.02734
ID_RNDBVA4NU0LW,365.32648
ID_H1GVVG7EF7WE,358.0037
ID_4VG5G0IN38WK,149.9093
ID_LI1DHO8DO7WH,296.30807
ID_K9IUCGCTABHD,539.6911
ID_COWCI2PI2LF9,117.780334
ID_0QE8PUWQKHFZ,707.7888
ID_MT3EUT7AX265,343.77625
ID_T69R1A784TNY,1396.435
ID_N4FRZ8SPSN61,344.47693
ID_DFIMHTLXA82W,847.2729
ID_BI4VNVU7JAXF,1939.9111
ID_6C9EUI1CKTQY,1283.2499
ID_V7R0PZU27LD7,406.5716
ID_NXHSZUCHTMO8,1010.5529
ID_PSSPKF9A2USI,804.0784
ID_M9XZ0NNGCXJE,294.8899
ID_3BJCEQIRMQTP,495.5233
ID_EWS2TOD7IJZI,1341.8763
ID_4N61JMVTUKQ5,270.4021
ID_B5NBU4COPYXW,467.33362
ID_ZS7CIFJ5G37Q,1827.6836
ID_X4E6NMBKJLQT,224.73856
ID_1OH68E5CL3NC,925.3513
ID_DNSUBE5MRZR8,1174.3728
ID_GHVXO83MCL6I,770.0441
ID_CQ0FBB1L5EY3,376.1343
ID_9PEPYSUTV8XP,618.87476
ID_CH40371WNU45,348.60248
ID_KREBTUJY9PUQ,396.81277
ID_AH2DHFW5Y7VZ,624.32544
ID_O2YSLD8B37UI,460.28076
ID_CGJLQRDMQGPI,426.7084
ID_ZIH4810LD2X4,396.52106
ID_1GUQ67PJHO6G,181.68428
ID_YO7NKY9DFON2,1412.5004
ID_H8DG3XXT4R3S,379.99036
ID_FD43UJOLYMFB,332.82965
ID_BQ8JTW0GEMB4,516.5271
ID_RA7TSCPF1HBL,451.25766
ID_HMSUJ88077KV,317.4144
ID_2K6CE567GZ7D,394.5254
ID_J0UYQQWYJDJ3,824.3602
ID_42YO171TPVHZ,856.217
ID_KMFDQQYDBS4X,486.5251
ID_EKKF7GLOX3SD,333.1302
ID_NA6TYX9PY21I,552.8907
ID_PA459A9AES6D,1806.6393
ID_ZHJ35MUIKDGT,718.813
ID_2KS148FT28VY,1005.40765
ID_ZP3Y1EOLD1XT,352.85632
ID_M202WZ18JHLM,681.8896
ID_O3CUG423MY9H,2825.8262
ID_JK4O5BTLDHTX,346.0403
ID_69E0GNTDT1LF,2318.7766
ID_RN3RLK50ETXN,529.1833
ID_PJ3QBFDFCBUV,328.98035
ID_WRU2ZQEZZA2A,1380.0234
ID_261VC80CL904,298.0263
ID_3PR5200O44QG,1367.922
ID_V315713I7M9M,435.22623
ID_WCBVJ74XU15K,544.5757
ID_ZXT4WUZLCMVH,411.9609
ID_GDU9BX84VUVE,1994.0629
ID_5JB3YMBM4T6O,370.60074
ID_KBAPVR46VC22,813.7983
ID_4IXICKTIPPLU,1113.3427
ID_AM94QK241VPE,2040.1732
ID_W12HOWGGSMS8,187.69775
ID_Q1G32KADTS51,244.66696
ID_V3JIA4P4668B,820.1419
ID_Y86K83ZPC3T4,390.90738
ID_K6M588093ONJ,414.4105
ID_8QKXNKEAI8U8,85.362854
ID_X7PUGW9NI1FI,332.7333
ID_VTIQSDY0X1FD,376.0556
ID_4VC1K7FA4J17,301.09216
ID_3GCDF7RV12BF,693.4001
ID_PSLVQKNWEZ0N,372.14874
ID_IGCX54TFOFX9,305.51633
ID_1SZ0EPKMQJ3L,453.75134
ID_RRLAI5EB891O,1479.9977
ID_ATRY9VIAPNBP,400.38837
ID_5LIP4CV5CHJ0,1050.6754
ID_ONHO680NIUHR,538.2929
ID_VTRB9ZYY4VI0,591.8941
ID_JAE3UP8KOYFO,419.26883
ID_I02Z7U56HMOO,585.4432
ID_RFXD3G5UO06W,1541.786
ID_1SQXKIK51IGW,266.8444
ID_T5UXJ5RC7PUZ,654.13165
ID_JM7G4MGZXPA4,508.06064
ID_6FF2BX4HPOG7,307.00128
ID_8UTWWHXEL9R5,860.3938
ID_3YJH7Z2OWJED,750.4618
ID_4BVYTNKO9YLK,1227.527
ID_KNDRB17VJJHN,218.52351
ID_PL3IRYM11FGQ,1031.2166
ID_33QXHWS7FFUE,770.35925
ID_2J04B9UGSZMQ,1006.17706
ID_ZJV6QMH0E1S2,713.39746
ID_3SY7ARGY3QVX,2018.1093
ID_KIAVLFCA0QAB,199.29776
ID_Q4EJVPZEZXGI,566.9112
ID_65605390LAS9,924.1324
ID_Y104K9OC8UGE,626.2492
ID_3K6WOEPF2FP8,753.2709
ID_LS72BPM71SR7,421.01544
ID_Y7TIOX2MBVN1,259.78012
ID_JM80BY34TODO,407.34958
ID_2WAZFPTIJ1OA,409.512
ID_T9YY5C8C1CBO,582.3433
ID_UPRSY14003PO,421.78964
ID_7XOLQOXF8MQB,443.19867
ID_I32E35Q5PL6J,1028.777
ID_22FO3O040DBN,544.74176
ID_2UXKSAJOCCUC,413.76895
ID_5GUT0JCPY47C,590.81226
ID_LID7SSDMXCW6,148.63094
ID_WCWCOJH95NFM,324.3311
ID_4DWQ8EGOZF76,435.87292
ID_SJE53PFBNDY4,583.8875
ID_MUP7H5EUQUYW,792.86584
ID_2G8S8FICGX1F,1103.2302
ID_T6X2E4LGICKT,247.29443
ID_2NBITHH2CMR2,473.54663
ID_IXO2IO18FTPN,940.55774
ID_35RBHZZG2K9S,585.3681
ID_5X3KT9OXDOCL,1031.9943
ID_EXX5T31QH9U4,604.29944
ID_LSZRIL56T47Z,1379.8033
ID_5ALLBTPE63BZ,1216.2882
ID_ZRT3VO9XJTOJ,599.9821
ID_IVZNV00VK1WF,149.07922
ID_STJDVR9FV5ZK,902.88385
ID_MUL2I0PV3WXF,538.205
ID_350HG62PKSV9,258.22433
ID_CFU1OS0WRIF1,453.3577
ID_E2X9RKRER7VN,461.40704
ID_FAXPVHA3GBDX,929.09094
ID_U20QSSM0WQCL,390.47607
ID_8STN6IQK6GRH,6.953529
ID_RRV0JV74KLEG,552.11774
ID_SV90TJDKZDBO,1932.2782
ID_VG3DNKAC70DB,401.99106
ID_N6VEVLWM0JUZ,839.395
ID_R6EAOP7SKH4P,913.38904
ID_WY1E27L1SF3F,665.49445
ID_S6Y3EIMQPINY,679.27985
ID_C6FGW58XYOOC,128.15463
ID_66ZQIE06VO23,578.6141
ID_OQGZLQDASMAM,306.02017
ID_O0VXS8F7E71M,255.5263
ID_RYWO2W04NGOQ,775.07513
ID_UQJV4MFOR1M5,380.85217
ID_4RF26BVNXYCE,1645.6128
ID_97BLKV6Q0HEL,2648.9705
ID_UBBEFJS5I0QH,220.11444
ID_1O85NFRVJWEG,622.95105
ID_IMHZWDBK0ADL,248.88582
ID_YP71ZG5HZP4L,591.7441
ID_EQYXNVKPIZ8S,326.28964
ID_IUMZ7HN2JIIN,520.57196
ID_TEYADZ461KBT,792.46405
ID_WBKUDZP701N9,559.9837
ID_QREVEZ4H807A,176.38908
ID_1FI6VLAJHF5I,1431.1724
ID_AGYQKZWO32LL,622.9541
ID_2AWB54BA84ZT,390.43436
ID_HT3K0J78M9RG,665.6154
ID_1Y0O3Y0QYTJS,620.43964
ID_ZKH62QGNMI1V,147.53293
ID_BJVKX6P2LOVK,750.32263
ID_RJG2AH2AUIN8,311.80255
ID_C1YRVYTDHBCI,352.32443
ID_1TJKPVFP9B3X,272.97784
ID_ENTHBKNB4R99,587.96765
ID_TY66I8PV70BN,180.87398
ID_6MMECMX3B728,1141.3158
ID_GZ9YGWCLLMKN,465.8089
ID_01YVA2LJVYBR,247.38832
ID_YQRL2IOUU4SZ,355.57938
ID_VAX2N8ELPEZE,346.12302
